rno	date	time	uno	sno	hno	addTF	price	complete
954	2024-08-26	19:00	44	2	9	0	216000	0
981	2024-08-26	19:00	38	10	12	0	80000	0
989	2024-08-27	10:00	57	2	11,20	0,0	252000	0
993	2024-08-27	10:00	46	3	1,11	0,0	258500	0
998	2024-08-27	10:00	14	5	22,24	0,0	50000	0
1003	2024-08-27	10:00	12	8	22	0	20000	0
1009	2024-08-27	10:00	52	9	7,20	0,0	70000	0
985	2024-08-27	11:00	56	1	12,13	0,0	234000	0
1004	2024-08-27	11:00	24	8	4,20	0,0	210000	0
1012	2024-08-27	11:00	41	10	1	0	35000	0
994	2024-08-27	12:00	53	3	25	0	27500	0
990	2024-08-27	13:00	56	2	1,7	0,0	114000	0
995	2024-08-27	13:00	49	3	7,13	0,0	176000	0
1005	2024-08-27	13:00	64	8	15,17	0,0	300000	0
1013	2024-08-27	13:00	61	10	6	0	60000	0
986	2024-08-27	14:00	57	1	10,13	0,0	390000	0
999	2024-08-27	14:00	45	5	6,8	0,0	180000	0
1014	2024-08-27	14:00	67	10	7	0	60000	0
991	2024-08-27	15:00	54	2	22	0	24000	0
1006	2024-08-27	15:00	43	8	4,18	0,0	250000	0
1015	2024-08-27	15:00	55	10	4	0	200000	0
992	2024-08-27	16:00	37	2	2,8	0,0	324000	0
996	2024-08-27	16:00	17	3	3,8	0,0	330000	0
1000	2024-08-27	16:00	67	5	1	0	35000	0
1010	2024-08-27	16:00	4	9	1,25	0,0	60000	0
1016	2024-08-27	16:00	76	10	4	0	200000	0
987	2024-08-27	17:00	47	1	12,17	0,0	195000	0
1001	2024-08-27	17:00	13	5	20	0	10000	0
1007	2024-08-27	17:00	55	8	2,4	0,0	350000	0
1017	2024-08-27	17:00	22	10	11,18	0,0	250000	0
997	2024-08-27	18:00	4	3	4,17	0,0	297000	0
1002	2024-08-27	18:00	63	5	11,17	0,0	270000	0
1011	2024-08-27	18:00	13	9	10,18	0,0	250000	0
988	2024-08-27	19:00	21	1	7	0	78000	0
1008	2024-08-27	19:00	30	8	16	0	140000	0
1018	2024-08-27	19:00	26	10	6	0	60000	0
1019	2024-08-28	10:00	67	1	8,11	0,0	416000	0
1029	2024-08-28	10:00	40	4	8	0	120000	0
1034	2024-08-28	10:00	41	5	9,14	0,0	300000	0
1038	2024-08-28	10:00	75	6	6,21	0,0	75000	0
1043	2024-08-28	10:00	47	10	13,15	0,0	330000	0
1047	2024-08-28	10:00	46	11	13,14	0,0	220000	0
1024	2024-08-28	11:00	43	2	18,21	0,0	78000	0
1030	2024-08-28	11:00	6	4	3,23	0,0	205000	0
1020	2024-08-28	12:00	30	1	23	0	32500	0
1035	2024-08-28	12:00	68	5	23	0	25000	0
1039	2024-08-28	12:00	18	6	20	0	10000	0
1025	2024-08-28	13:00	7	2	5,21	0,0	234000	0
1031	2024-08-28	13:00	79	4	9,18	0,0	230000	0
1036	2024-08-28	13:00	15	5	10,11	0,0	400000	0
1040	2024-08-28	13:00	40	6	2,9	0,0	330000	0
1044	2024-08-28	13:00	41	10	21	0	15000	0
1048	2024-08-28	13:00	17	11	7,22	0,0	80000	0
1021	2024-08-28	14:00	67	1	8	0	156000	0
1045	2024-08-28	14:00	70	10	2,23	0,0	175000	0
1022	2024-08-28	15:00	69	1	3,7	0,0	312000	0
1032	2024-08-28	15:00	67	4	4,14	0,0	320000	0
1041	2024-08-28	15:00	15	6	10,12	0,0	280000	0
1049	2024-08-28	15:00	23	11	16,18	0,0	190000	0
1026	2024-08-28	16:00	24	2	8	0	144000	0
1037	2024-08-28	16:00	12	5	20,24	0,0	40000	0
1046	2024-08-28	16:00	23	10	1,11	0,0	235000	0
1027	2024-08-28	17:00	49	2	6,15	0,0	348000	0
1033	2024-08-28	17:00	38	4	7,9	0,0	240000	0
1042	2024-08-28	17:00	24	6	9	0	180000	0
1023	2024-08-28	18:00	35	1	13,24	0,0	169000	0
1028	2024-08-28	19:00	53	2	10	0	240000	0
1050	2024-08-29	10:00	72	1	3,22	0,0	260000	0
1051	2024-08-29	14:00	27	1	9,13	0,0	364000	0
1052	2024-08-29	16:00	30	1	6	0	78000	0
1053	2024-08-29	18:00	57	1	6,8	0,0	234000	0
1054	2024-08-29	11:00	18	2	12,14	0,0	240000	0
1055	2024-08-29	13:00	18	2	8	0	144000	0
1056	2024-08-29	14:00	35	2	17	0	84000	0
1057	2024-08-29	17:00	22	2	14,15	0,0	420000	0
1058	2024-08-29	10:00	78	4	9,22	0,0	200000	0
1059	2024-08-29	12:00	69	4	25	0	25000	0
1060	2024-08-29	13:00	39	4	13,14	0,0	220000	0
1061	2024-08-29	17:00	41	4	10,16	0,0	340000	0
1062	2024-08-29	10:00	27	6	1	0	35000	0
1063	2024-08-29	12:00	47	6	14,20	0,0	130000	0
1064	2024-08-29	14:00	70	6	8,21	0,0	135000	0
1065	2024-08-29	16:00	16	6	3,22	0,0	200000	0
1066	2024-08-29	18:00	49	6	10,15	0,0	430000	0
1067	2024-08-29	10:00	3	7	2	0	150000	0
1068	2024-08-29	11:00	14	7	10,18	0,0	250000	0
1069	2024-08-29	13:00	22	7	8,17	0,0	190000	0
1070	2024-08-29	16:00	23	7	10,12	0,0	280000	0
1071	2024-08-29	18:00	40	7	4	0	200000	0
1072	2024-08-29	10:00	43	9	16,18	0,0	190000	0
1073	2024-08-29	12:00	67	9	9	0	180000	0
1074	2024-08-29	13:00	1	9	4	0	200000	0
1075	2024-08-29	15:00	76	9	14,15	0,0	350000	0
1076	2024-08-29	17:00	55	9	2,13	0,0	250000	0
1081	2024-08-30	10:00	64	2	7,21	0,0	90000	0
1089	2024-08-30	10:00	46	4	9,10	0,0	380000	0
1094	2024-08-30	10:00	56	6	4,19	0,0	250000	0
1099	2024-08-30	10:00	21	7	7,10	0,0	260000	0
1103	2024-08-30	10:00	13	8	3,24	0,0	210000	0
1077	2024-08-30	11:00	28	1	17	0	91000	0
1086	2024-08-30	11:00	44	3	14,16	0,0	286000	0
1108	2024-08-30	11:00	68	11	2	0	150000	0
1078	2024-08-30	12:00	12	1	4	0	260000	0
1082	2024-08-30	12:00	61	2	8,15	0,0	420000	0
1095	2024-08-30	12:00	16	6	15,18	0,0	280000	0
1100	2024-08-30	12:00	3	7	4	0	200000	0
1104	2024-08-30	12:00	15	8	2,5	0,0	330000	0
1109	2024-08-30	12:00	21	11	2,10	0,0	350000	0
1079	2024-08-30	13:00	77	1	6,13	0,0	208000	0
1101	2024-08-30	13:00	62	7	11,18	0,0	250000	0
1083	2024-08-30	14:00	53	2	15,23	0,0	306000	0
1087	2024-08-30	14:00	38	3	22,23	0,0	49500	0
1090	2024-08-30	14:00	70	4	2,13	0,0	250000	0
1096	2024-08-30	14:00	37	6	2,23	0,0	175000	0
1105	2024-08-30	14:00	61	8	9	0	180000	0
1110	2024-08-30	14:00	73	11	11,16	0,0	340000	0
1084	2024-08-30	16:00	71	2	16,20	0,0	180000	0
1106	2024-08-30	16:00	50	8	3	0	180000	0
1111	2024-08-30	16:00	63	11	7,8	0,0	180000	0
1088	2024-08-30	17:00	36	3	8	0	132000	0
1091	2024-08-30	17:00	72	4	10	0	200000	0
1097	2024-08-30	17:00	60	6	11,20	0,0	210000	0
1102	2024-08-30	17:00	43	7	4,12	0,0	280000	0
1080	2024-08-30	18:00	70	1	3,8	0,0	390000	0
1085	2024-08-30	18:00	75	2	2,4	0,0	420000	0
1092	2024-08-30	18:00	7	4	8	0	120000	0
1107	2024-08-30	18:00	26	8	2,7	0,0	210000	0
1112	2024-08-30	18:00	32	11	2,13	0,0	250000	0
1093	2024-08-30	19:00	2	4	7	0	60000	0
1098	2024-08-30	19:00	79	6	20	0	10000	0
1113	2024-08-31	10:00	39	1	3	0	234000	0
1117	2024-08-31	10:00	51	3	1,6	0,0	104500	0
1126	2024-08-31	10:00	19	5	21	0	15000	0
1133	2024-08-31	10:00	67	6	16,22	0,0	160000	0
1139	2024-08-31	10:00	49	7	11	0	200000	0
1148	2024-08-31	10:00	48	9	8,20	0,0	130000	0
1158	2024-08-31	10:00	17	11	2	0	150000	0
1121	2024-08-31	11:00	69	4	8	0	120000	0
1140	2024-08-31	11:00	15	7	6,9	0,0	240000	0
1144	2024-08-31	11:00	74	8	18	0	50000	0
1153	2024-08-31	11:00	67	10	4,10	0,0	400000	0
1118	2024-08-31	12:00	68	3	7,12	0,0	154000	0
1122	2024-08-31	12:00	66	4	5,9	0,0	360000	0
1127	2024-08-31	12:00	10	5	23	0	25000	0
1134	2024-08-31	12:00	78	6	3,25	0,0	205000	0
1145	2024-08-31	12:00	70	8	2,14	0,0	270000	0
1149	2024-08-31	12:00	75	9	17,19	0,0	120000	0
1114	2024-08-31	13:00	5	1	12	0	104000	0
1141	2024-08-31	13:00	71	7	19,23	0,0	75000	0
1154	2024-08-31	13:00	69	10	6	0	60000	0
1115	2024-08-31	14:00	43	1	7,16	0,0	260000	0
1123	2024-08-31	14:00	38	4	14	0	120000	0
1128	2024-08-31	14:00	13	5	1,18	0,0	85000	0
1135	2024-08-31	14:00	9	6	17,22	0,0	90000	0
1146	2024-08-31	14:00	4	8	2,5	0,0	330000	0
1150	2024-08-31	14:00	21	9	14,17	0,0	190000	0
1155	2024-08-31	14:00	75	10	8,9	0,0	300000	0
1159	2024-08-31	14:00	5	11	2,20	0,0	160000	0
1119	2024-08-31	15:00	39	3	15	0	253000	0
1124	2024-08-31	15:00	22	4	7	0	60000	0
1142	2024-08-31	15:00	74	7	8,9	0,0	300000	0
1116	2024-08-31	16:00	30	1	18,20	0,0	78000	0
1129	2024-08-31	16:00	12	5	8	0	120000	0
1136	2024-08-31	16:00	40	6	13	0	100000	0
1151	2024-08-31	16:00	43	9	7	0	60000	0
1156	2024-08-31	16:00	57	10	16	0	140000	0
1160	2024-08-31	16:00	24	11	2,5	0,0	330000	0
1120	2024-08-31	17:00	76	3	6,10	0,0	286000	0
1125	2024-08-31	17:00	17	4	11,15	0,0	430000	0
1130	2024-08-31	17:00	37	5	11	0	200000	0
1137	2024-08-31	17:00	10	6	13	0	100000	0
1143	2024-08-31	17:00	72	7	16,22	0,0	160000	0
1147	2024-08-31	17:00	6	8	1	0	35000	0
1157	2024-08-31	17:00	7	10	7,10	0,0	260000	0
1131	2024-08-31	18:00	36	5	22	0	20000	0
1138	2024-08-31	18:00	67	6	16	0	140000	0
1152	2024-08-31	18:00	6	9	10,13	0,0	300000	0
1161	2024-08-31	18:00	40	11	1	0	35000	0
1132	2024-08-31	19:00	63	5	17	0	70000	0
1162	2024-09-01	10:00	56	2	10,18	0,0	300000	0
1166	2024-09-01	10:00	2	3	10,18	0,0	275000	0
1171	2024-09-01	10:00	45	4	7,9	0,0	240000	0
1174	2024-09-01	10:00	28	5	2,25	0,0	175000	0
1180	2024-09-01	10:00	63	6	3,11	0,0	380000	0
1185	2024-09-01	10:00	62	7	20	0	10000	0
1189	2024-09-01	10:00	69	8	3,14	0,0	300000	0
1199	2024-09-01	10:00	73	10	4,18	0,0	250000	0
1186	2024-09-01	11:00	10	7	19,25	0,0	75000	0
1194	2024-09-01	11:00	65	9	6	0	60000	0
1202	2024-09-01	11:00	77	11	20,24	0,0	40000	0
1163	2024-09-01	12:00	61	2	20,23	0,0	42000	0
1167	2024-09-01	12:00	72	3	21	0	16500	0
1175	2024-09-01	12:00	13	5	8	0	120000	0
1181	2024-09-01	12:00	78	6	12,13	0,0	180000	0
1190	2024-09-01	12:00	77	8	7,12	0,0	140000	0
1195	2024-09-01	12:00	51	9	21	0	15000	0
1176	2024-09-01	13:00	23	5	10,15	0,0	430000	0
1203	2024-09-01	13:00	27	11	4,17	0,0	270000	0
1164	2024-09-01	14:00	2	2	4,18	0,0	300000	0
1168	2024-09-01	14:00	19	3	2,6	0,0	231000	0
1172	2024-09-01	14:00	6	4	13,16	0,0	240000	0
1182	2024-09-01	14:00	48	6	7,10	0,0	260000	0
1187	2024-09-01	14:00	71	7	10,13	0,0	300000	0
1191	2024-09-01	14:00	26	8	6,12	0,0	140000	0
1196	2024-09-01	14:00	34	9	21,24	0,0	45000	0
1177	2024-09-01	15:00	29	5	4	0	200000	0
1165	2024-09-01	16:00	58	2	21,24	0,0	54000	0
1169	2024-09-01	16:00	70	3	20	0	11000	0
1178	2024-09-01	16:00	53	5	21	0	15000	0
1188	2024-09-01	16:00	16	7	13,19	0,0	150000	0
1192	2024-09-01	16:00	42	8	14,18	0,0	170000	0
1200	2024-09-01	16:00	20	10	7,24	0,0	90000	0
1204	2024-09-01	16:00	9	11	5,17	0,0	250000	0
1170	2024-09-01	17:00	49	3	10,18	0,0	275000	0
1173	2024-09-01	17:00	37	4	12,16	0,0	220000	0
1179	2024-09-01	17:00	48	5	11,12	0,0	280000	0
1183	2024-09-01	17:00	11	6	12,15	0,0	310000	0
1197	2024-09-01	17:00	73	9	5	0	180000	0
1193	2024-09-01	18:00	12	8	5	0	180000	0
1198	2024-09-01	18:00	63	9	1,14	0,0	155000	0
1201	2024-09-01	18:00	10	10	10	0	200000	0
1184	2024-09-01	19:00	18	6	11	0	200000	0
1205	2024-09-02	10:00	12	1	12	0	104000	0
1209	2024-09-02	10:00	36	2	25	0	30000	0
1213	2024-09-02	10:00	17	3	17,18	0,0	132000	0
1218	2024-09-02	10:00	72	5	6,9	0,0	240000	0
1223	2024-09-02	10:00	54	7	3,17	0,0	250000	0
1227	2024-09-02	10:00	41	8	11,25	0,0	225000	0
1232	2024-09-02	10:00	19	9	3,8	0,0	300000	0
1236	2024-09-02	10:00	62	10	5	0	180000	0
1240	2024-09-02	10:00	65	11	10,23	0,0	225000	0
1206	2024-09-02	11:00	74	1	15	0	299000	0
1237	2024-09-02	11:00	1	10	6,8	0,0	180000	0
1210	2024-09-02	12:00	35	2	4,8	0,0	384000	0
1219	2024-09-02	12:00	15	5	16,24	0,0	170000	0
1228	2024-09-02	12:00	2	8	8,17	0,0	190000	0
1233	2024-09-02	12:00	45	9	10,16	0,0	340000	0
1238	2024-09-02	13:00	15	10	18,20	0,0	60000	0
1241	2024-09-02	13:00	19	11	15	0	230000	0
1214	2024-09-02	14:00	36	3	14,19	0,0	187000	0
1220	2024-09-02	14:00	2	5	4,13	0,0	300000	0
1224	2024-09-02	14:00	55	7	7,15	0,0	290000	0
1234	2024-09-02	14:00	13	9	18	0	50000	0
1242	2024-09-02	14:00	40	11	3	0	180000	0
1207	2024-09-02	15:00	58	1	1,13	0,0	175500	0
1211	2024-09-02	15:00	18	2	11,19	0,0	300000	0
1215	2024-09-02	16:00	43	3	15	0	253000	0
1221	2024-09-02	16:00	77	5	24	0	30000	0
1229	2024-09-02	16:00	75	8	5,15	0,0	410000	0
1243	2024-09-02	16:00	23	11	21	0	15000	0
1216	2024-09-02	17:00	29	3	8	0	132000	0
1225	2024-09-02	17:00	11	7	20	0	10000	0
1235	2024-09-02	17:00	16	9	7,8	0,0	180000	0
1239	2024-09-02	17:00	52	10	2,7	0,0	210000	0
1244	2024-09-02	17:00	49	11	5,23	0,0	205000	0
1208	2024-09-02	18:00	9	1	4,13	0,0	390000	0
1212	2024-09-02	18:00	80	2	2,8	0,0	324000	0
1222	2024-09-02	18:00	10	5	20,23	0,0	35000	0
1226	2024-09-02	18:00	54	7	12	0	80000	0
1230	2024-09-02	18:00	49	8	25	0	25000	0
1217	2024-09-02	19:00	10	3	9	0	198000	0
1231	2024-09-02	19:00	9	8	22	0	20000	0
1245	2024-09-03	10:00	10	1	15	0	299000	0
1250	2024-09-03	10:00	20	2	13,15	0,0	396000	0
1255	2024-09-03	10:00	11	3	9	0	198000	0
1259	2024-09-03	10:00	38	5	10	0	200000	0
1264	2024-09-03	10:00	73	8	14,15	0,0	350000	0
1268	2024-09-03	10:00	53	9	22	0	20000	0
1273	2024-09-03	10:00	3	10	4,6	0,0	260000	0
1246	2024-09-03	11:00	21	1	18	0	65000	0
1260	2024-09-03	11:00	4	5	8	0	120000	0
1269	2024-09-03	11:00	37	9	1,6	0,0	95000	0
1261	2024-09-03	12:00	52	5	12	0	80000	0
1274	2024-09-03	12:00	79	10	16,23	0,0	165000	0
1251	2024-09-03	13:00	16	2	13,24	0,0	156000	0
1262	2024-09-03	13:00	75	5	1,4	0,0	235000	0
1265	2024-09-03	13:00	51	8	21	0	15000	0
1270	2024-09-03	13:00	34	9	9,12	0,0	260000	0
1247	2024-09-03	14:00	45	1	4,15	0,0	559000	0
1256	2024-09-03	14:00	56	3	12,23	0,0	115500	0
1266	2024-09-03	14:00	74	8	7,11	0,0	260000	0
1275	2024-09-03	14:00	54	10	2	0	150000	0
1252	2024-09-03	15:00	31	2	22	0	24000	0
1248	2024-09-03	16:00	32	1	8,16	0,0	338000	0
1253	2024-09-03	16:00	55	2	7,25	0,0	102000	0
1257	2024-09-03	16:00	62	3	2,14	0,0	297000	0
1271	2024-09-03	16:00	19	9	16,24	0,0	170000	0
1267	2024-09-03	17:00	62	8	8,11	0,0	320000	0
1276	2024-09-03	17:00	23	10	21	0	15000	0
1249	2024-09-03	18:00	14	1	5,12	0,0	338000	0
1254	2024-09-03	18:00	2	2	10,15	0,0	516000	0
1258	2024-09-03	18:00	36	3	3	0	198000	0
1263	2024-09-03	18:00	42	5	9,15	0,0	410000	0
1272	2024-09-03	18:00	68	9	20	0	10000	0
1277	2024-09-03	18:00	38	10	18	0	50000	0
1283	2024-09-04	10:00	73	2	5,12	0,0	312000	0
1289	2024-09-04	10:00	47	4	25	0	25000	0
1295	2024-09-04	10:00	33	5	7	0	60000	0
1302	2024-09-04	10:00	54	6	8,11	0,0	320000	0
1278	2024-09-04	11:00	24	1	7	0	78000	0
1290	2024-09-04	11:00	66	4	25	0	25000	0
1296	2024-09-04	11:00	7	5	7	0	60000	0
1307	2024-09-04	11:00	1	10	6,14	0,0	180000	0
1312	2024-09-04	11:00	52	11	3,11	0,0	380000	0
1284	2024-09-04	12:00	57	2	7	0	72000	0
1291	2024-09-04	12:00	38	4	1,11	0,0	235000	0
1297	2024-09-04	12:00	15	5	19,20	0,0	60000	0
1279	2024-09-04	13:00	37	1	1	0	45500	0
1285	2024-09-04	13:00	45	2	15,19	0,0	336000	0
1303	2024-09-04	13:00	10	6	5,17	0,0	250000	0
1308	2024-09-04	13:00	32	10	9,12	0,0	260000	0
1313	2024-09-04	13:00	23	11	1,5	0,0	215000	0
1280	2024-09-04	14:00	70	1	12,20	0,0	117000	0
1292	2024-09-04	14:00	11	4	8,10	0,0	320000	0
1298	2024-09-04	14:00	72	5	7	0	60000	0
1286	2024-09-04	15:00	80	2	1,11	0,0	282000	0
1299	2024-09-04	15:00	46	5	24	0	30000	0
1304	2024-09-04	15:00	41	6	19	0	50000	0
1309	2024-09-04	15:00	22	10	13,14	0,0	220000	0
1281	2024-09-04	16:00	38	1	16	0	182000	0
1300	2024-09-04	16:00	69	5	6	0	60000	0
1305	2024-09-04	16:00	61	6	18	0	50000	0
1314	2024-09-04	16:00	43	11	10,11	0,0	400000	0
1282	2024-09-04	17:00	46	1	12,19	0,0	169000	0
1287	2024-09-04	17:00	58	2	9,13	0,0	336000	0
1293	2024-09-04	17:00	5	4	21	0	15000	0
1306	2024-09-04	17:00	64	6	2,7	0,0	210000	0
1310	2024-09-04	17:00	38	10	14,15	0,0	350000	0
1294	2024-09-04	18:00	55	4	6,19	0,0	110000	0
1301	2024-09-04	18:00	29	5	11,13	0,0	300000	0
1315	2024-09-04	18:00	30	11	6	0	60000	0
1288	2024-09-04	19:00	39	2	5	0	216000	0
1311	2024-09-04	19:00	1	10	3	0	180000	0
1321	2024-09-05	10:00	47	2	23	0	30000	0
1326	2024-09-05	10:00	32	4	6	0	60000	0
1338	2024-09-05	10:00	23	7	11,21	0,0	215000	0
1316	2024-09-05	11:00	36	1	17,18	0,0	156000	0
1332	2024-09-05	11:00	7	6	17,23	0,0	95000	0
1343	2024-09-05	11:00	54	9	5	0	180000	0
1322	2024-09-05	12:00	66	2	2,10	0,0	420000	0
1327	2024-09-05	12:00	64	4	21	0	15000	0
1339	2024-09-05	12:00	33	7	20	0	10000	0
1344	2024-09-05	12:00	41	9	8	0	120000	0
1317	2024-09-05	13:00	22	1	1,4	0,0	305500	0
1328	2024-09-05	13:00	15	4	9,11	0,0	380000	0
1333	2024-09-05	13:00	63	6	2	0	150000	0
1340	2024-09-05	13:00	62	7	16,17	0,0	210000	0
1323	2024-09-05	14:00	20	2	4	0	240000	0
1334	2024-09-05	14:00	26	6	7,8	0,0	180000	0
1318	2024-09-05	15:00	62	1	9	0	234000	0
1329	2024-09-05	15:00	12	4	2	0	150000	0
1341	2024-09-05	15:00	16	7	12,25	0,0	105000	0
1345	2024-09-05	15:00	71	9	7	0	60000	0
1319	2024-09-05	16:00	77	1	3,13	0,0	364000	0
1324	2024-09-05	16:00	22	2	10,13	0,0	360000	0
1330	2024-09-05	16:00	44	4	9,25	0,0	205000	0
1335	2024-09-05	16:00	67	6	6	0	60000	0
1346	2024-09-05	16:00	76	9	15,19	0,0	280000	0
1336	2024-09-05	17:00	26	6	23	0	25000	0
1320	2024-09-05	18:00	17	1	2,22	0,0	221000	0
1325	2024-09-05	18:00	49	2	11,13	0,0	360000	0
1331	2024-09-05	18:00	13	4	25	0	25000	0
1337	2024-09-05	18:00	7	6	3,21	0,0	195000	0
1342	2024-09-05	18:00	25	7	4,12	0,0	280000	0
1347	2024-09-05	18:00	5	9	7,14	0,0	180000	0
1353	2024-09-06	10:00	42	2	11,15	0,0	516000	0
1358	2024-09-06	10:00	80	3	2	0	165000	0
1365	2024-09-06	10:00	1	4	1,2	0,0	185000	0
1369	2024-09-06	10:00	10	6	4,9	0,0	380000	0
1374	2024-09-06	10:00	43	7	3,19	0,0	230000	0
1384	2024-09-06	10:00	18	11	8,17	0,0	190000	0
1348	2024-09-06	11:00	63	1	9,12	0,0	338000	0
1359	2024-09-06	11:00	72	3	13	0	110000	0
1380	2024-09-06	11:00	61	8	11,12	0,0	280000	0
1354	2024-09-06	12:00	67	2	5,15	0,0	492000	0
1360	2024-09-06	12:00	3	3	1	0	38500	0
1366	2024-09-06	12:00	58	4	25	0	25000	0
1370	2024-09-06	12:00	43	6	1,7	0,0	95000	0
1375	2024-09-06	12:00	37	7	5,7	0,0	240000	0
1349	2024-09-06	13:00	51	1	23	0	32500	0
1385	2024-09-06	13:00	13	11	11,23	0,0	225000	0
1350	2024-09-06	14:00	73	1	8,12	0,0	260000	0
1355	2024-09-06	14:00	66	2	2,3	0,0	396000	0
1361	2024-09-06	14:00	25	3	15	0	253000	0
1371	2024-09-06	14:00	57	6	11,12	0,0	280000	0
1376	2024-09-06	14:00	5	7	22	0	20000	0
1362	2024-09-06	15:00	26	3	10,19	0,0	275000	0
1367	2024-09-06	15:00	36	4	11,21	0,0	215000	0
1377	2024-09-06	15:00	74	7	1,19	0,0	85000	0
1381	2024-09-06	15:00	47	8	3	0	180000	0
1386	2024-09-06	15:00	41	11	17,20	0,0	80000	0
1351	2024-09-06	16:00	50	1	3,7	0,0	312000	0
1356	2024-09-06	16:00	32	2	15,19	0,0	336000	0
1372	2024-09-06	16:00	38	6	13,18	0,0	150000	0
1363	2024-09-06	17:00	38	3	7	0	66000	0
1368	2024-09-06	17:00	36	4	9,13	0,0	280000	0
1378	2024-09-06	17:00	19	7	5,8	0,0	300000	0
1382	2024-09-06	17:00	62	8	2,18	0,0	200000	0
1387	2024-09-06	17:00	76	11	1,14	0,0	155000	0
1352	2024-09-06	18:00	71	1	10	0	260000	0
1357	2024-09-06	18:00	34	2	19	0	60000	0
1364	2024-09-06	18:00	4	3	9,19	0,0	253000	0
1373	2024-09-06	18:00	51	6	11,13	0,0	300000	0
1379	2024-09-06	19:00	5	7	12	0	80000	0
1383	2024-09-06	19:00	19	8	3	0	180000	0
1388	2024-09-07	10:00	19	1	9,14	0,0	390000	0
1394	2024-09-07	10:00	50	3	18	0	55000	0
1400	2024-09-07	10:00	63	4	15	0	230000	0
1414	2024-09-07	10:00	11	7	16	0	140000	0
1417	2024-09-07	10:00	60	8	1,17	0,0	105000	0
1422	2024-09-07	10:00	8	9	24	0	30000	0
1427	2024-09-07	10:00	72	10	22	0	20000	0
1431	2024-09-07	10:00	51	11	10,11	0,0	400000	0
1395	2024-09-07	11:00	76	3	17	0	77000	0
1401	2024-09-07	11:00	78	4	11	0	200000	0
1405	2024-09-07	11:00	67	5	7,23	0,0	85000	0
1423	2024-09-07	11:00	64	9	1,23	0,0	60000	0
1428	2024-09-07	11:00	32	10	5,9	0,0	360000	0
1389	2024-09-07	12:00	37	1	11	0	260000	0
1396	2024-09-07	12:00	47	3	7,14	0,0	198000	0
1402	2024-09-07	12:00	20	4	5,6	0,0	240000	0
1410	2024-09-07	12:00	10	6	18,20	0,0	60000	0
1418	2024-09-07	12:00	41	8	17	0	70000	0
1432	2024-09-07	12:00	4	11	18	0	50000	0
1390	2024-09-07	13:00	22	1	3	0	234000	0
1406	2024-09-07	13:00	25	5	16	0	140000	0
1419	2024-09-07	13:00	61	8	13	0	100000	0
1429	2024-09-07	13:00	53	10	24	0	30000	0
1391	2024-09-07	14:00	57	1	1,8	0,0	201500	0
1397	2024-09-07	14:00	38	3	1,4	0,0	258500	0
1407	2024-09-07	14:00	55	5	19	0	50000	0
1411	2024-09-07	14:00	50	6	17,18	0,0	120000	0
1433	2024-09-07	14:00	58	11	19,24	0,0	80000	0
1403	2024-09-07	15:00	35	4	13,24	0,0	130000	0
1408	2024-09-07	15:00	1	5	4,6	0,0	260000	0
1424	2024-09-07	15:00	69	9	4,15	0,0	430000	0
1430	2024-09-07	15:00	37	10	17,24	0,0	100000	0
1392	2024-09-07	16:00	61	1	6,7	0,0	156000	0
1398	2024-09-07	16:00	35	3	17,18	0,0	132000	0
1412	2024-09-07	16:00	68	6	3,24	0,0	210000	0
1415	2024-09-07	17:00	77	7	18	0	50000	0
1420	2024-09-07	17:00	65	8	10,22	0,0	220000	0
1434	2024-09-07	17:00	7	11	1,13	0,0	135000	0
1393	2024-09-07	18:00	57	1	3,5	0,0	468000	0
1399	2024-09-07	18:00	74	3	1,21	0,0	55000	0
1404	2024-09-07	18:00	48	4	2,21	0,0	165000	0
1409	2024-09-07	18:00	6	5	2,10	0,0	350000	0
1413	2024-09-07	18:00	15	6	17	0	70000	0
1416	2024-09-07	18:00	47	7	3,13	0,0	280000	0
1425	2024-09-07	18:00	46	9	11	0	200000	0
1421	2024-09-07	19:00	61	8	15	0	230000	0
1426	2024-09-07	19:00	19	9	22	0	20000	0
1440	2024-09-08	10:00	7	3	13	0	110000	0
1444	2024-09-08	10:00	3	4	8,13	0,0	220000	0
1450	2024-09-08	10:00	51	5	2,12	0,0	230000	0
1455	2024-09-08	10:00	49	6	24	0	30000	0
1461	2024-09-08	10:00	45	7	7,8	0,0	180000	0
1480	2024-09-08	10:00	73	11	8,14	0,0	240000	0
1435	2024-09-08	11:00	9	2	12	0	96000	0
1456	2024-09-08	11:00	74	6	1,6	0,0	95000	0
1466	2024-09-08	11:00	79	8	8,11	0,0	320000	0
1470	2024-09-08	11:00	46	9	1,4	0,0	235000	0
1475	2024-09-08	11:00	26	10	10,16	0,0	340000	0
1441	2024-09-08	12:00	33	3	12,21	0,0	104500	0
1445	2024-09-08	12:00	7	4	1,9	0,0	215000	0
1451	2024-09-08	12:00	55	5	1	0	35000	0
1462	2024-09-08	12:00	73	7	12,23	0,0	105000	0
1436	2024-09-08	13:00	63	2	2	0	180000	0
1452	2024-09-08	13:00	60	5	9,25	0,0	205000	0
1457	2024-09-08	13:00	3	6	7	0	60000	0
1467	2024-09-08	13:00	54	8	3,6	0,0	240000	0
1471	2024-09-08	13:00	71	9	15,21	0,0	245000	0
1476	2024-09-08	13:00	16	10	21	0	15000	0
1481	2024-09-08	13:00	72	11	6,21	0,0	75000	0
